Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR000909:PLipase_C_PInositol-sp_X_dom	2	2.0408163265306123	0.07558965614099873	PLCB4, PLCB1	98	18	22271	25.250566893424033	0.9999999999999932	1.0	0.9927536231884058
GOTERM_MF_DIRECT	GO:0044877~protein-containing complex binding	6	6.122448979591836	0.07603665655684447	NGFR, SALL1, TGFB1, CDH2, GAD1, NR3C1	96	687	28924	2.63136826783115	0.9999999989138555	0.6843299090116002	0.6502445112447388
GOTERM_BP_DIRECT	GO:0008360~regulation of cell shape	3	3.061224489795918	0.07734512613354289	PRAG1, FERMT2, GAS7	97	142	29712	6.471322782053144	1.0	0.6692055485072956	0.6492126856473266
GOTERM_BP_DIRECT	GO:0030324~lung development	3	3.061224489795918	0.07734512613354289	FGF8, MYCN, WNT5A	97	142	29712	6.471322782053144	1.0	0.6692055485072956	0.6492126856473266
GOTERM_BP_DIRECT	GO:2000353~positive regulation of endothelial cell apoptotic process	2	2.0408163265306123	0.07775002223321277	NGFR, TGFB1	97	25	29712	24.504742268041234	1.0	0.6692055485072956	0.6492126856473266
KEGG_PATHWAY	mmu05146:Amoebiasis	3	3.061224489795918	0.07794040857727678	TGFB1, PLCB4, PLCB1	42	108	9565	6.326058201058201	0.9999972965372538	0.7433404278923786	0.7433404278923786
INTERPRO	IPR010909:PLAC	2	2.0408163265306123	0.07961912647713872	ADAMTS18, PCSK6	98	19	22271	23.92158968850698	0.9999999999999989	1.0	0.9927536231884058
UP_SEQ_FEATURE	REPEAT:ANK 11	2	2.0408163265306123	0.07968105219627221	TRPA1, ANKRD44	98	19	22253	23.902255639097742	1.0	1.0	0.9981481481481481
UP_SEQ_FEATURE	DOMAIN:PLAC	2	2.0408163265306123	0.07968105219627221	ADAMTS18, PCSK6	98	19	22253	23.902255639097742	1.0	1.0	0.9981481481481481
GOTERM_BP_DIRECT	GO:0048665~neuron fate specification	2	2.0408163265306123	0.08073233765851427	SOX9, POU4F1	97	26	29712	23.56225218080888	1.0	0.6899465736064517	0.6693340618638524
